section,hscode,description,parent,level,datetime_extracted
Section Ix,4601.29,Other,4601,6,2025-11-14 21:49:39.532190
Section Ix,4601.92,Of bamboo,4601,6,2025-11-14 21:49:39.532190
Section Ix,4601.93,Of rattan,4601,6,2025-11-14 21:49:39.532190
Section Ix,4601.94,Of other vegetable materials,4601,6,2025-11-14 21:49:39.532190
Section Ix,4601.99,Other,4601,6,2025-11-14 21:49:39.532190
Section Ix,4602.11,Of bamboo,4602,6,2025-11-14 21:49:39.532190
Section Ix,4602.12,Of rattan,4602,6,2025-11-14 21:49:39.532190
Section Ix,4602.19,Other,4602,6,2025-11-14 21:49:39.532190
Section Ix,4602.90,Other,4602,6,2025-11-14 21:49:39.532190
Section X,47.03,"Chemical wood pulp, soda or sulphate,other than dissolving grades.",47,4,2025-11-14 21:49:39.532190
Section X,47.04,"Chemical wood pulp, sulphite, otherthan dissolving grades.",47,4,2025-11-14 21:49:39.532190
Section X,47.06,"Pulps of fibres derived from recovered(waste and scrap) paper or paperboardor of other fibrous cellulosic material.",47,4,2025-11-14 21:49:39.532190
Section X,47.07,"Recovered (waste and scrap) paper orpaperboard.",47,4,2025-11-14 21:49:39.532190
Section X,4701.00.00,Mechanical wood pulp.,470100,8,2025-11-14 21:49:39.532190
Section X,4702.00.00,"Chemical wood pulp, dissolving grades.",470200,8,2025-11-14 21:49:39.532190
Section X,4703.11.00,Coniferous,470311,8,2025-11-14 21:49:39.532190
Section X,4703.19.00,Non-coniferous,470319,8,2025-11-14 21:49:39.532190
Section X,4703.21.00,Coniferous,470321,8,2025-11-14 21:49:39.532190
Section X,4703.29.00,Non-coniferous,470329,8,2025-11-14 21:49:39.532190
Section X,4704.11.00,Coniferous,470411,8,2025-11-14 21:49:39.532190
Section X,4704.19.00,Non-coniferous,470419,8,2025-11-14 21:49:39.532190
Section X,4704.21.00,Coniferous,470421,8,2025-11-14 21:49:39.532190
Section X,4704.29.00,Non-coniferous,470429,8,2025-11-14 21:49:39.532190
Section X,4705.00.00,"Wood pulp obtained by a combination ofmechanical and chemical pulpingprocesses.",470500,8,2025-11-14 21:49:39.532190
Section X,4706.10.00,Cotton linters pulp,470610,8,2025-11-14 21:49:39.532190
Section X,4706.20.00,"Pulps of fibres derived from recovered (wasteand scrap) paper or paperboard",470620,8,2025-11-14 21:49:39.532190
Section X,4706.30.00,"Other, of bamboo",470630,8,2025-11-14 21:49:39.532190
Section X,4706.91.00,Mechanical,470691,8,2025-11-14 21:49:39.532190
Section X,4706.92.00,Chemical,470692,8,2025-11-14 21:49:39.532190
Section X,4706.93.00,"Obtained by a combination of mechanical andchemical processes",470693,8,2025-11-14 21:49:39.532190
Section X,4707.10.00,"Unbleached kraft paper or paperboard orcorrugated paper or paperboard",470710,8,2025-11-14 21:49:39.532190
Section X,4707.20.00,"Other paper or paperboard made mainly ofbleached chemical pulp, not coloured in themass",470720,8,2025-11-14 21:49:39.532190
Section X,4707.30.00,"Paper or paperboard made mainly ofmechanical pulp (for example, newspapers,journals and similar printed matter)",470730,8,2025-11-14 21:49:39.532190
Section X,4707.90.00,"Other, including unsorted waste and scrap",470790,8,2025-11-14 21:49:39.532190
Section X,48.02,"Uncoated paper and paperboard, of akind used for writing, printing or othergraphic purposes, and non perforatedpunch-cards and punch tape paper, inrolls or rectangular (including square)sheets, of any size, other than paper ofheading 48.01 or 48.03; hand-madepaper and paperboard.",48,4,2025-11-14 21:49:39.532190
Section X,48.04,"Uncoated kraft paper and paperboard,in rolls or sheets, other than that ofheading 48.02 or 48.03.",48,4,2025-11-14 21:49:39.532190
Section X,48.05,"Other uncoated paper and paperboard,in rolls or sheets, not further worked orprocessed than as specified in Note 3 tothis Chapter  (+).",48,4,2025-11-14 21:49:39.532190
Section X,48.06,"Vegetable parchment, greaseproofpapers, tracing papers and glassine andother glazed transparent or translucentpapers, in rolls or sheets.",48,4,2025-11-14 21:49:39.532190
Section X,48.08,"Paper and paperboard, corrugated (withor without glued flat surface sheets),creped, crinkled, embossed orperforated, in rolls or sheets, other thanpaper of the kind described in heading48.03.",48,4,2025-11-14 21:49:39.532190
Section X,48.09,"Carbon paper, self-copy paper and othercopying or transfer papers (includingcoated or impregnated paper forduplicator stencils or offset plates),whether or not printed, in rolls orsheets.",48,4,2025-11-14 21:49:39.532190
Section X,48.10,"Paper and paperboard, coated on one orboth sides with kaolin (China clay) orother inorganic substances, with orwithout a binder, and with no othercoating, whether or not surface-coloured, surface-decorated or printed,in rolls or rectangular (including square)sheets, of any size  (+).",48,4,2025-11-14 21:49:39.532190
Section X,48.11,"Paper, paperboard, cellulose waddingand webs of cellulose fibres, coated,impregnated, covered, surface-coloured,surface-decorated or printed, in rolls orrectangular (including square) sheets,of any size, other than goods of the kinddescribed in heading 48.03, 48.09 or48.10.",48,4,2025-11-14 21:49:39.532190
Section X,48.13,"Cigarette paper, whether or not cut tosize or in the form of booklets or tubes.",48,4,2025-11-14 21:49:39.532190
Section X,48.14,"Wallpaper and similar wall coverings;window transparencies of paper.",48,4,2025-11-14 21:49:39.532190
Section X,48.16,"Carbon paper, self-copy paper and othercopying or transfer papers (other thanthose of heading 48.09), duplicatorstencils and offset plates, of paper,whether or not put up in boxes.",48,4,2025-11-14 21:49:39.532190
Section X,48.17,"Envelopes, letter cards, plain postcardsand correspondence cards, of paper orpaperboard; boxes, pouches, walletsand writing compendiums, of paper orpaperboard, containing an assortmentof paper stationery.",48,4,2025-11-14 21:49:39.532190
Section X,48.18,"Toilet paper and similar paper, cellulosewadding or webs of cellulose fibres, of akind used for  household or sanitarypurposes, in rolls of a width notexceeding 36 cm, or cut to size orshape; handkerchiefs, cleansing tissues,towels, tablecloths, serviettes, bedsheets and similar household, sanitaryor hospital articles, articles of appareland clothing accessories, of paper pulp,paper, cellulose wadding or webs ofcellulose fibres.",48,4,2025-11-14 21:49:39.532190
Section X,48.19,"Cartons, boxes, cases, bags and otherpacking containers, of paper,paperboard, cellulose wadding or websof cellulose fibres; box files, letter trays,and similar articles, of paper orpaperboard of a kind used in offices,shops or the like.",48,4,2025-11-14 21:49:39.532190
Section X,48.20,"Registers, account books, note books,order books, receipt books, letter pads,memorandum pads, diaries and similararticles, exercise books, blotting-pads,binders (loose-leaf or other), folders,file covers, manifold business forms,interleaved carbon sets and otherarticles of stationery, of paper orpaperboard; albums for samples or forcollections and book covers, of paper orpaperboard.",48,4,2025-11-14 21:49:39.532190
Section X,48.21,"Paper or paperboard labels of all kinds,whether or not printed  (+).",48,4,2025-11-14 21:49:39.532190
Section X,48.22,"Bobbins, spools, cops and similarsupports of paper pulp, paper orpaperboard (whether or not perforatedor hardened).",48,4,2025-11-14 21:49:39.532190
Section X,48.23,"Other paper, paperboard, cellulosewadding and webs of cellulose fibres,cut to size or shape; other articles ofpaper pulp, paper, paperboard, cellulosewadding or webs of cellulose fibres.",48,4,2025-11-14 21:49:39.532190
Section X,4801.00,"Newsprint, in rolls or sheets.",4801,6,2025-11-14 21:49:39.532190
Section X,4802.10,Hand-made paper and paperboard,4802,6,2025-11-14 21:49:39.532190
Section X,4802.20,"Paper and paperboard of a kind used as abase for photo-sensitive, heat-sensitive orelectro-sensitive paper or paperboard",4802,6,2025-11-14 21:49:39.532190
Section X,4802.40,Wallpaper base,4802,6,2025-11-14 21:49:39.532190
Section X,4802.54,"2Weighing less than 40 g/m:",4802,6,2025-11-14 21:49:39.532190
Section X,4802.54.10,"Tissue paper imported by manufacturers formanufacturing of laminated aluminium foil foruse as linings for tea chests",480254,8,2025-11-14 21:49:39.532190
Section X,4802.54.20,Carbonising base paper,480254,8,2025-11-14 21:49:39.532190
Section X,4802.54.90,Other,480254,8,2025-11-14 21:49:39.532190
Section X,4802.55,"2Weighing 40 g/mor more but not more than2150 g/m , in rolls :",4802,6,2025-11-14 21:49:39.532190
Section X,4802.55.10,Carbonising base paper,480255,8,2025-11-14 21:49:39.532190
Section X,4802.55.90,Other,480255,8,2025-11-14 21:49:39.532190
Section X,4802.56,"2Weighing 40 g/mor more but not more than2150 g/m , in sheets with one side notexceeding 435 mm and the other side notexceeding 297 mm in the unfolded state :",4802,6,2025-11-14 21:49:39.532190
Section X,4802.56.10,Carbonising base paper,480256,8,2025-11-14 21:49:39.532190
Section X,4802.56.90,Other,480256,8,2025-11-14 21:49:39.532190
Section X,4802.57,"2Other, weighing 40 g/m  or more but not2more than 150 g/m  :",4802,6,2025-11-14 21:49:39.532190
Section X,4802.57.10,Carbonising base paper,480257,8,2025-11-14 21:49:39.532190
Section X,4802.57.90,Other,480257,8,2025-11-14 21:49:39.532190
Section X,4802.58,"2Weighing more than 150 g/m:",4802,6,2025-11-14 21:49:39.532190
Section X,4802.58.10,Box board,480258,8,2025-11-14 21:49:39.532190
Section X,4802.58.20,Carbonising base paper,480258,8,2025-11-14 21:49:39.532190
Section X,4802.58.90,Other,480258,8,2025-11-14 21:49:39.532190
Section X,4802.61,In rolls :,4802,6,2025-11-14 21:49:39.532190
Section X,4802.61.10,Box board,480261,8,2025-11-14 21:49:39.532190
Section X,4802.61.20,Carbonising base paper,480261,8,2025-11-14 21:49:39.532190
Section X,4802.61.90,Other,480261,8,2025-11-14 21:49:39.532190
Section X,4802.62,"In sheets with one side not exceeding 435mm and the other side not exceeding 297mm in the unfolded state :",4802,6,2025-11-14 21:49:39.532190
Section X,4802.62.10,Box board,480262,8,2025-11-14 21:49:39.532190
Section X,4802.62.20,Carbonising base paper,480262,8,2025-11-14 21:49:39.532190
Section X,4802.62.90,Other,480262,8,2025-11-14 21:49:39.532190
Section X,4802.69,Other :,4802,6,2025-11-14 21:49:39.532190
Section X,4802.69.10,Box board,480269,8,2025-11-14 21:49:39.532190
Section X,4802.69.20,Carbonising base paper,480269,8,2025-11-14 21:49:39.532190
Section X,4802.69.90,Other,480269,8,2025-11-14 21:49:39.532190
Section X,4803.00,"Toilet or facial tissue stock, towel ornapkin stock and similar paper of a kindused for household or sanitarypurposes, cellulose wadding and websof cellulose fibres, whether or notcreped, crinkled, embossed, perforated,surface-coloured, surface-decorated orprinted, in rolls or sheets.",4803,6,2025-11-14 21:49:39.532190
Section X,4804.11,Unbleached,4804,6,2025-11-14 21:49:39.532190
Section X,4804.19,Other,4804,6,2025-11-14 21:49:39.532190
Section X,4804.21,Unbleached,4804,6,2025-11-14 21:49:39.532190
Section X,4804.29,Other,4804,6,2025-11-14 21:49:39.532190
Section X,4804.31,Unbleached,4804,6,2025-11-14 21:49:39.532190
Section X,4804.39,Other,4804,6,2025-11-14 21:49:39.532190
Section X,4804.41,Unbleached,4804,6,2025-11-14 21:49:39.532190
Section X,4804.42,"Bleached uniformly throughout the mass andof which more than 95% by weight of thetotal fibre content consists of wood fibresobtained by a chemical process",4804,6,2025-11-14 21:49:39.532190
Section X,4804.49,Other,4804,6,2025-11-14 21:49:39.532190
Section X,4804.51,Unbleached,4804,6,2025-11-14 21:49:39.532190
Section X,4804.52,"Bleached uniformly throughout the mass andof which more than 95% by weight of thetotal fibre content consists of wood fibresobtained by a chemical process",4804,6,2025-11-14 21:49:39.532190
Section X,4804.59,Other,4804,6,2025-11-14 21:49:39.532190
Section X,4805.11,Semi-chemical fluting paper,4805,6,2025-11-14 21:49:39.532190
Section X,4805.12,Straw fluting paper,4805,6,2025-11-14 21:49:39.532190
Section X,4805.19,Other,4805,6,2025-11-14 21:49:39.532190
Section X,4805.24,"2Weighing 150 g/m  or less",4805,6,2025-11-14 21:49:39.532190
Section X,4805.25,"2Weighing more than 150 g/m",4805,6,2025-11-14 21:49:39.532190
Section X,4805.30,Sulphite wrapping paper,4805,6,2025-11-14 21:49:39.532190
Section X,4805.40,Filter paper and paperboard :,4805,6,2025-11-14 21:49:39.532190
Section X,4805.40.10,Filter paper,480540,8,2025-11-14 21:49:39.532190
Section X,4805.40.90,Other,480540,8,2025-11-14 21:49:39.532190
Section X,4805.50,Felt paper and paperboard,4805,6,2025-11-14 21:49:39.532190
Section X,4805.91,"2Weighing 150 g/m  or less",4805,6,2025-11-14 21:49:39.532190
Section X,4805.92,"2Weighing more than 150 g/m  but less than2225 g/m:",4805,6,2025-11-14 21:49:39.532190
Section X,4805.92.10,Box Board,480592,8,2025-11-14 21:49:39.532190
Section X,4805.92.90,Other,480592,8,2025-11-14 21:49:39.532190
Section X,4805.93,"2Weighing 225 g/m  or more :",4805,6,2025-11-14 21:49:39.532190
Section X,4805.93.10,Box Board,480593,8,2025-11-14 21:49:39.532190
Section X,4805.93.90,Other,480593,8,2025-11-14 21:49:39.532190
Section X,4806.10,Vegetable parchment,4806,6,2025-11-14 21:49:39.532190
Section X,4806.20,Greaseproof papers,4806,6,2025-11-14 21:49:39.532190
Section X,4806.30,Tracing papers,4806,6,2025-11-14 21:49:39.532190
Section X,4806.40,"Glassine and other glazed transparent ortranslucent papers",4806,6,2025-11-14 21:49:39.532190
Section X,4807.00,"Composite paper and paperboard (madeby sticking flat layers of paper orpaperboard together with an adhesive),not surface-coated or impregnated,whether or not internally reinforced, inrolls or sheets.",4807,6,2025-11-14 21:49:39.532190
Section X,4807.00.10,"Paper and paperboard, laminated internallywith bitumen, tar or asphalt",480700,8,2025-11-14 21:49:39.532190
Section X,4807.00.90,Other,480700,8,2025-11-14 21:49:39.532190
Section X,4808.10,"Corrugated paper and paperboard, whether ornot perforated",4808,6,2025-11-14 21:49:39.532190
Section X,4808.40,"Kraft paper, creped or crinkled, whether ornot embossed or perforated :",4808,6,2025-11-14 21:49:39.532190
Section X,4808.40.10,Sack kraft paper,480840,8,2025-11-14 21:49:39.532190
Section X,4808.40.90,Other,480840,8,2025-11-14 21:49:39.532190
Section X,4808.90,Other,4808,6,2025-11-14 21:49:39.532190
Section X,4809.20,Self-copy paper,4809,6,2025-11-14 21:49:39.532190
Section X,4809.90,Other :,4809,6,2025-11-14 21:49:39.532190
Section X,4809.90.10,Carbon or similar copying papers,480990,8,2025-11-14 21:49:39.532190
Section X,4809.90.90,Other,480990,8,2025-11-14 21:49:39.532190
Section X,4810.13,In rolls :,4810,6,2025-11-14 21:49:39.532190
Section X,4810.13.10,"Watermarked paper for printing of chequeleaves or for printing of tickets for approved2lotteries weighing not more than 150 g/m",481013,8,2025-11-14 21:49:39.532190
Section X,4810.13.90,Other,481013,8,2025-11-14 21:49:39.532190
Section X,4810.14,"In sheets with one side not exceeding 435mm and the other side not exceeding 297mm in the unfolded state :",4810,6,2025-11-14 21:49:39.532190
Section X,4810.14.10,"Watermarked paper for printing of chequeleaves or for printing of tickets for approved2lotteries weighing not more than 150 g/m",481014,8,2025-11-14 21:49:39.532190
Section X,4810.14.90,Other,481014,8,2025-11-14 21:49:39.532190
Section X,4810.19,Other :,4810,6,2025-11-14 21:49:39.532190
Section X,4810.19.10,"Watermarked paper for printing of chequeleaves or for printing of tickets for approved2lotteries weighing not more than 150 g/m",481019,8,2025-11-14 21:49:39.532190
Section X,4810.19.90,Other,481019,8,2025-11-14 21:49:39.532190
Section X,4810.22,Light-weight coated paper,4810,6,2025-11-14 21:49:39.532190
Section X,4810.29,Other,4810,6,2025-11-14 21:49:39.532190
Section X,4810.31,"Bleached uniformly throughout the mass andof which more than 95% by weight of thetotal fibre content consists of wood fibresobtained by a chemical process, and weighing2150 g/m  or less",4810,6,2025-11-14 21:49:39.532190
Section X,4810.32,"Bleached uniformly throughout the mass andof which more than 95% by weight of thetotal fibre content consists of wood fibresobtained by a chemical process, and weighing2more than 150 g/m",4810,6,2025-11-14 21:49:39.532190
Section X,4810.39,Other,4810,6,2025-11-14 21:49:39.532190
Section X,4810.92,Multi-ply,4810,6,2025-11-14 21:49:39.532190
Section X,4810.99,Other,4810,6,2025-11-14 21:49:39.532190
Section X,4811.10,"Tarred, bituminised or asphalted paper andpaperboard",4811,6,2025-11-14 21:49:39.532190
Section X,4811.41,Self-adhesive :,4811,6,2025-11-14 21:49:39.532190
Section X,4811.41.11,With backing,481141,8,2025-11-14 21:49:39.532190
Section X,4811.41.19,Other,481141,8,2025-11-14 21:49:39.532190
Section X,4811.41.20,Printed wrappers for wrapping of soap,481141,8,2025-11-14 21:49:39.532190
Section X,4811.41.91,With backing,481141,8,2025-11-14 21:49:39.532190
Section X,4811.41.99,Other,481141,8,2025-11-14 21:49:39.532190
Section X,4811.49,Other :,4811,6,2025-11-14 21:49:39.532190
Section X,4811.49.10,"In strips or rolls of a width not exceeding 15cm",481149,8,2025-11-14 21:49:39.532190
Section X,4811.49.20,Printed wrappers for wrapping of soap,481149,8,2025-11-14 21:49:39.532190
Section X,4811.49.90,Other,481149,8,2025-11-14 21:49:39.532190
Section X,4811.51,"2Bleached, weighing more than 150 g/m:",4811,6,2025-11-14 21:49:39.532190
Section X,4811.51.10,"Coated with polyethylene ,on one side or bothsides, the total thickness of the coating notexceeding 35 microns",481151,8,2025-11-14 21:49:39.532190
Section X,4811.51.20,Printed wrappers for wrapping of soap,481151,8,2025-11-14 21:49:39.532190
Section X,4811.51.90,Other,481151,8,2025-11-14 21:49:39.532190
Section X,4811.59,Other :,4811,6,2025-11-14 21:49:39.532190
Section X,4811.59.10,Coated with silicone,481159,8,2025-11-14 21:49:39.532190
Section X,4811.59.20,Printed wrappers for wrapping of soap,481159,8,2025-11-14 21:49:39.532190
Section X,4811.59.90,Other,481159,8,2025-11-14 21:49:39.532190
Section X,4811.60,"Paper and paperboard, coated, impregnatedor covered with wax, paraffin wax, stearin, oilor glycerol :",4811,6,2025-11-14 21:49:39.532190
Section X,4811.60.10,Printed wrappers for wrapping of soap,481160,8,2025-11-14 21:49:39.532190
Section X,4811.60.90,Other,481160,8,2025-11-14 21:49:39.532190
Section X,4811.90,"Other paper, paperboard, cellulose waddingand webs of cellulose fibres :",4811,6,2025-11-14 21:49:39.532190
Section X,4811.90.10,Printed wrappers for wrapping of soap,481190,8,2025-11-14 21:49:39.532190
Section X,4811.90.20,"Kraft paper and paperboard, laminated withaluminium foil, in rolls or reels of a widthexceeding 75 cm",481190,8,2025-11-14 21:49:39.532190
Section X,4811.90.30,"Cellulose wadding in rolls of a width notexceeding 15 cm",481190,8,2025-11-14 21:49:39.532190
Section X,4811.90.90,Other,481190,8,2025-11-14 21:49:39.532190
Section X,4812.00,"Filter blocks, slabs and plates, of paperpulp.",4812,6,2025-11-14 21:49:39.532190
Section X,4813.10,In the form of booklets or tubes,4813,6,2025-11-14 21:49:39.532190
Section X,4813.20,In rolls of a width not exceeding 5 cm,4813,6,2025-11-14 21:49:39.532190
Section X,4813.90,Other,4813,6,2025-11-14 21:49:39.532190
Section X,4814.20,"Wallpaper and similar wall coverings,consisting of paper coated or covered, on theface side, with a grained, embossed,coloured, design-printed or otherwisedecorated layer of plastics",4814,6,2025-11-14 21:49:39.532190
Section X,4814.90,Other :,4814,6,2025-11-14 21:49:39.532190
Section X,4814.90.10,"Wall paper and similar wall coverings,consisting of paper covered, on the face side,with plaiting material, whether or not boundtogether in parallel strands or woven",481490,8,2025-11-14 21:49:39.532190
Section X,4814.90.90,Other,481490,8,2025-11-14 21:49:39.532190
Section X,4816.20,Self-copy paper,4816,6,2025-11-14 21:49:39.532190
Section X,4816.90,Other :,4816,6,2025-11-14 21:49:39.532190
Section X,4816.90.10,Carbon or similar copying papers,481690,8,2025-11-14 21:49:39.532190
Section X,4816.90.90,Other,481690,8,2025-11-14 21:49:39.532190
Section X,4817.10,Envelopes,4817,6,2025-11-14 21:49:39.532190
Section X,4817.20,"Letter cards, plain postcards andcorrespondence cards",4817,6,2025-11-14 21:49:39.532190
Section X,4817.30,"Boxes, pouches, wallets and writingcompendiums, of paper or paperboard,containing an assortment of paper stationery",4817,6,2025-11-14 21:49:39.532190
Section X,4818.10,Toilet paper :,4818,6,2025-11-14 21:49:39.532190
Section X,4818.10.10,In rolls of a width not exceeding 15 cm,481810,8,2025-11-14 21:49:39.532190
Section X,4818.10.90,Other,481810,8,2025-11-14 21:49:39.532190
Section X,4818.20,"Handkerchiefs, cleansing or facial tissues andtowels",4818,6,2025-11-14 21:49:39.532190
Section X,4818.30,Tablecloths and serviettes,4818,6,2025-11-14 21:49:39.532190
Section X,4818.50,Articles of apparel and clothing accessories :,4818,6,2025-11-14 21:49:39.532190
Section X,4818.50.10,Sterilised hospital clothing,481850,8,2025-11-14 21:49:39.532190
Section X,4818.50.90,Other,481850,8,2025-11-14 21:49:39.532190
Section X,4818.90,Other :,4818,6,2025-11-14 21:49:39.532190
Section X,4818.90.10,Cellulose wadding in rolls,481890,8,2025-11-14 21:49:39.532190
Section X,4818.90.20,"Tissues in jumbo rolls exceeding 15 cm inwidth",481890,8,2025-11-14 21:49:39.532190
Section X,4818.90.90,Other,481890,8,2025-11-14 21:49:39.532190
Section X,4819.10,"Cartons, boxes and cases, of corrugatedpaper or paperboard",4819,6,2025-11-14 21:49:39.532190
Section X,4819.20,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",4819,6,2025-11-14 21:49:39.532190
Section X,4819.30,"Sacks and bags, having a base of a width of40 cm or more",4819,6,2025-11-14 21:49:39.532190
Section X,4819.40,"Other sacks and bags, including cones :",4819,6,2025-11-14 21:49:39.532190
Section X,4819.40.10,"Multi-walled paper sacks with aluminium foilwith or without plastic material for packagingtea",481940,8,2025-11-14 21:49:39.532190
Section X,4819.40.20,Multi-walled paper sacks with plastic lining,481940,8,2025-11-14 21:49:39.532190
Section X,4819.40.30,"Multi-walled paper bags, of a measurementnot exceeding 40cm x 25 cm with embeddedmetal wire for hanging,  for protection offruits and vegetables",481940,8,2025-11-14 21:49:39.532190
Section X,4819.40.90,Other,481940,8,2025-11-14 21:49:39.532190
Section X,4819.50,"Other packing containers, including recordsleeves",4819,6,2025-11-14 21:49:39.532190
Section X,4819.60,"Box files, letter trays, storage boxes andsimilar articles, of a kind used in offices,shops or the like",4819,6,2025-11-14 21:49:39.532190
Section X,4820.10,"Registers, account books, note books, orderbooks, receipt books, letter pads,memorandum pads, diaries and similararticles",4820,6,2025-11-14 21:49:39.532190
Section X,4820.20,Exercise books,4820,6,2025-11-14 21:49:39.532190
Section X,4820.30,"Binders (other than book covers), folders andfile covers",4820,6,2025-11-14 21:49:39.532190
Section X,4820.40,"Manifold business forms and interleavedcarbon sets",4820,6,2025-11-14 21:49:39.532190
Section X,4820.50,Albums for samples or for collections,4820,6,2025-11-14 21:49:39.532190
Section X,4820.90,Other,4820,6,2025-11-14 21:49:39.532190
Section X,4821.10,Printed :,4821,6,2025-11-14 21:49:39.532190
Section X,4821.10.10,Printed wrappers for wrapping of soap,482110,8,2025-11-14 21:49:39.532190
Section X,4821.10.90,Other,482110,8,2025-11-14 21:49:39.532190
Section X,4821.90,Other,4821,6,2025-11-14 21:49:39.532190
Section X,4822.10,Of a kind used for winding textile yarn,4822,6,2025-11-14 21:49:39.532190
Section X,4822.90,Other,4822,6,2025-11-14 21:49:39.532190
Section X,4823.20,Filter paper and paperboard :,4823,6,2025-11-14 21:49:39.532190
Section X,4823.20.10,Filter paper,482320,8,2025-11-14 21:49:39.532190
Section X,4823.20.20,Filter paperboard,482320,8,2025-11-14 21:49:39.532190
Section X,4823.40,"Rolls, sheets and dials, printed for self-recording apparatus",4823,6,2025-11-14 21:49:39.532190
Section X,4823.61,Of bamboo,4823,6,2025-11-14 21:49:39.532190
Section X,4823.69,Other,4823,6,2025-11-14 21:49:39.532190
Section X,4823.70,Moulded or pressed articles of paper pulp,4823,6,2025-11-14 21:49:39.532190
Section X,4823.90,Other :,4823,6,2025-11-14 21:49:39.532190
Section X,4823.90.10,"Self-adhesive  paper, in strips or rolls",482390,8,2025-11-14 21:49:39.532190
Section X,4823.90.20,U shaped drinking straws,482390,8,2025-11-14 21:49:39.532190
Section X,4823.90.90,Other,482390,8,2025-11-14 21:49:39.532190
Section X,49.01,"Printed books, brochures, leafletsand similar printed matter, whetheror not in single sheets.",49,4,2025-11-14 21:49:39.532190
Section X,49.02,"Newspapers, journals andperiodicals, whether or notillustrated or containing advertisingmaterial.",49,4,2025-11-14 21:49:39.532190
Section X,49.05,"Maps and hydrographic or similarcharts of all kinds, including atlases,wall maps, topographical plans andglobes, printed.",49,4,2025-11-14 21:49:39.532190
Section X,49.08,Transfers (decalcomanias).,49,4,2025-11-14 21:49:39.532190
Section X,49.11,"Other printed matter, includingprinted pictures and photographs.",49,4,2025-11-14 21:49:39.532190
Section X,4901.10,"In single sheets, whether or not folded",4901,6,2025-11-14 21:49:39.532190
Section X,4901.91,"Dictionaries and encyclopedias, and serialinstalments thereof",4901,6,2025-11-14 21:49:39.532190
Section X,4901.99,Other :,4901,6,2025-11-14 21:49:39.532190
Section X,4901.99.10,Printed books,490199,8,2025-11-14 21:49:39.532190
Section X,4901.99.20,Telephone and trade directories,490199,8,2025-11-14 21:49:39.532190
Section X,4901.99.90,Other,490199,8,2025-11-14 21:49:39.532190
Section X,4902.10,Appearing at least four times a week :,4902,6,2025-11-14 21:49:39.532190
Section X,4902.10.11,"Containing information of the running ofthe race horses or greyhound races orrace meeting",490210,8,2025-11-14 21:49:39.532190
Section X,4902.10.19,Other,490210,8,2025-11-14 21:49:39.532190
Section X,4902.10.91,"Publications containing information of therunning of the race horses or greyhoundraces or race meeting",490210,8,2025-11-14 21:49:39.532190
Section X,4902.10.99,Other,490210,8,2025-11-14 21:49:39.532190
Section X,4902.90,Other :,4902,6,2025-11-14 21:49:39.532190
Section X,4902.90.11,"Containing information of the running ofthe race horses or greyhound races orrace meeting",490290,8,2025-11-14 21:49:39.532190
Section X,4902.90.19,Other,490290,8,2025-11-14 21:49:39.532190
Section X,4902.90.91,"Publications containing information of therunning of the race horses or greyhoundraces or race meeting",490290,8,2025-11-14 21:49:39.532190
Section X,4902.90.99,Other,490290,8,2025-11-14 21:49:39.532190
Section X,4903.00,"Children's picture, drawing orcolouring books.",4903,6,2025-11-14 21:49:39.532190
Section X,4904.00,"Music, printed or in manuscript,whether or not bound or illustrated.",4904,6,2025-11-14 21:49:39.532190
Section X,4904.00.10,In book form,490400,8,2025-11-14 21:49:39.532190
Section X,4904.00.90,Other,490400,8,2025-11-14 21:49:39.532190
Section X,4905.20,In book form,4905,6,2025-11-14 21:49:39.532190
Section X,4905.90,Other,4905,6,2025-11-14 21:49:39.532190
Section X,4906.00,"Plans and drawings for architectural,engineering, industrial, commercial,topographical or similar purposes,being originals drawn by hand; hand-written texts; photographicreproductions on sensitised paperand carbon copies of the foregoing.",4906,6,2025-11-14 21:49:39.532190
Section X,4907.00,"Unused postage, revenue or similarstamps of current or new issue in thecountry in which they have, or willhave, a recognised face value; stampimpressed paper; bank notes;cheque forms; stock, share or bondcertificates and similar documents oftitle.",4907,6,2025-11-14 21:49:39.532190
Section X,4907.00.10,"Cheque leaves and cheque books otherthan travellers' cheques in any form",490700,8,2025-11-14 21:49:39.532190
Section X,4907.00.20,"Unused postage and revenue stamps ofthe Government of the DemocraticSocialist Republic of Sri Lanka or of aProvincial Council",490700,8,2025-11-14 21:49:39.532190
Section X,4907.00.30,Stamped envelops,490700,8,2025-11-14 21:49:39.532190
Section X,4907.00.40,Foreign  currency notes,490700,8,2025-11-14 21:49:39.532190
Section X,4907.00.90,Other,490700,8,2025-11-14 21:49:39.532190
Section X,4908.10,"Transfers (decalcomanias), vitrifiable :",4908,6,2025-11-14 21:49:39.532190
Section X,4908.10.10,Textile transfer printing paper,490810,8,2025-11-14 21:49:39.532190
Section X,4908.10.90,Other,490810,8,2025-11-14 21:49:39.532190
Section X,4908.90,Other :,4908,6,2025-11-14 21:49:39.532190
Section X,4908.90.10,Textile transfer printing paper,490890,8,2025-11-14 21:49:39.532190
Section X,4908.90.90,Other,490890,8,2025-11-14 21:49:39.532190
